CMDLINE tin -vv tests/data/tin_config.yml merge --in_memory /data/TIN_scale_up/results/densified_5m_big/AHN3 all_merge_big_in_memory.obj
MEM 2.031250 1576007380.0334
MEM 18.000000 1576007380.1337
MEM 46.449219 1576007380.2340
MEM 55.390625 1576007380.3349
MEM 68.304688 1576007380.4353
MEM 76.031250 1576007380.5356
MEM 83.492188 1576007380.6360
MEM 88.906250 1576007380.7364
MEM 93.289062 1576007380.8367
MEM 94.578125 1576007380.9371
MEM 95.199219 1576007381.0375
MEM 100.613281 1576007381.1378
MEM 106.285156 1576007381.2382
MEM 98.476562 1576007381.3385
MEM 98.769531 1576007381.4389
MEM 100.058594 1576007381.5393
MEM 105.214844 1576007381.6396
MEM 110.628906 1576007381.7400
MEM 114.496094 1576007381.8403
MEM 99.195312 1576007381.9407
MEM 99.195312 1576007382.0411
MEM 103.320312 1576007382.1414
MEM 108.476562 1576007382.2418
MEM 113.890625 1576007382.3422
MEM 116.468750 1576007382.4425
MEM 102.308594 1576007382.5429
MEM 101.539062 1576007382.6432
MEM 104.113281 1576007382.7436
MEM 109.527344 1576007382.8439
MEM 115.199219 1576007382.9443
MEM 99.996094 1576007383.0447
MEM 99.996094 1576007383.1450
MEM 100.511719 1576007383.2454
MEM 105.667969 1576007383.3458
MEM 110.824219 1576007383.4461
MEM 97.769531 1576007383.5465
MEM 97.769531 1576007383.6469
MEM 99.570312 1576007383.7472
MEM 104.984375 1576007383.8476
MEM 110.140625 1576007383.9479
MEM 111.687500 1576007384.0482
MEM 100.421875 1576007384.1486
MEM 100.421875 1576007384.2490
MEM 104.542969 1576007384.3493
MEM 109.699219 1576007384.4497
MEM 112.019531 1576007384.5500
MEM 98.320312 1576007384.6503
MEM 98.320312 1576007384.7507
MEM 103.472656 1576007384.8510
MEM 108.628906 1576007384.9514
MEM 113.011719 1576007385.0517
MEM 101.722656 1576007385.1522
MEM 101.722656 1576007385.2525
MEM 103.265625 1576007385.3529
MEM 108.421875 1576007385.4532
MEM 112.031250 1576007385.5536
MEM 98.523438 1576007385.6540
MEM 98.523438 1576007385.7543
MEM 102.902344 1576007385.8546
MEM 107.800781 1576007385.9550
MEM 97.484375 1576007386.0553
MEM 97.484375 1576007386.1557
MEM 101.605469 1576007386.2560
MEM 106.761719 1576007386.3564
MEM 111.917969 1576007386.4567
MEM 115.527344 1576007386.5571
MEM 106.558594 1576007386.6575
MEM 106.558594 1576007386.7578
MEM 94.023438 1576007386.8582
MEM 86.957031 1576007386.9586
MEM 92.113281 1576007387.0589
MEM 96.753906 1576007387.1593
MEM 103.972656 1576007387.2597
MEM 110.316406 1576007387.3600
MEM 113.753906 1576007387.4604
MEM 119.273438 1576007387.5607
MEM 121.589844 1576007387.6611
MEM 123.652344 1576007387.7615
MEM 125.199219 1576007387.8618
MEM 126.730469 1576007387.9622
MEM 127.960938 1576007388.0626
MEM 129.230469 1576007388.1629
MEM 129.964844 1576007388.2633
MEM 130.738281 1576007388.3637
MEM 131.523438 1576007388.4640
MEM 132.035156 1576007388.5644
MEM 133.582031 1576007388.6647
MEM 136.312500 1576007388.7651
MEM 137.808594 1576007388.8655
MEM 141.570312 1576007388.9658
MEM 142.859375 1576007389.0662
MEM 144.312500 1576007389.1666
MEM 145.808594 1576007389.2670
MEM 152.062500 1576007389.3674
MEM 152.316406 1576007389.4678
MEM 153.312500 1576007389.5681
MEM 148.457031 1576007389.6685
MEM 148.457031 1576007389.7689
MEM 148.457031 1576007389.8693
MEM 153.867188 1576007389.9696
MEM 156.445312 1576007390.0701
MEM 157.992188 1576007390.1705
MEM 160.312500 1576007390.2709
MEM 162.117188 1576007390.3712
MEM 163.664062 1576007390.4716
MEM 165.007812 1576007390.5720
MEM 166.035156 1576007390.6724
MEM 166.808594 1576007390.7727
MEM 167.582031 1576007390.8731
MEM 169.007812 1576007390.9734
MEM 170.269531 1576007391.0738
MEM 171.785156 1576007391.1742
MEM 175.652344 1576007391.2745
MEM 177.007812 1576007391.3749
MEM 178.550781 1576007391.4752
MEM 178.550781 1576007391.5756
MEM 180.011719 1576007391.6760
MEM 190.789062 1576007391.7764
MEM 201.937500 1576007391.8768
MEM 211.519531 1576007391.9771
MEM 223.757812 1576007392.0775
MEM 222.507812 1576007392.1779
MEM 234.878906 1576007392.2782
MEM 239.792969 1576007392.3786
MEM 248.203125 1576007392.4791
MEM 249.570312 1576007392.5794
MEM 255.820312 1576007392.6798
MEM 270.453125 1576007392.7802
MEM 270.453125 1576007392.8805
MEM 270.453125 1576007392.9808
MEM 270.453125 1576007393.0811
